10,45,045,01245489,45045,Greenville County,SC,507450.083,South Carolina,53,792.9441161,66.83951482,Heroin,T40.1,12,533834,0.224788979,552910,542466,10444,704.2,221108,2.45,239521,153894,67214,18413,1.57,1.74,108,23.6,96,51.2,46479,124256,132087,111369,112073,26646,552910,124219,332140,96551,37.4,66.5,29.1,32464,35390,36456,34627,138937,0.251283211,31798,34657,37200,37812,141467,0.255859001,36969,34153,34766,34898,35169,175955,0.318234432,31384,26662,18189,10784,9532,96551,0.174623356,39.5,270197,0.488681702,38.4,282713,40.6,552910,585821,295841,289980,746.2,275673,265900,9773,3.5,36801,33505,3296,9,177639,173435,4204,2.4,44200,42668,1532,3.5,17033,16292,741,4.4,41.7,35.4,30,107.1,66012,357843,0.647199363,195067,88947,949,14740,409,2415,21595,62,552910,10038,22628,73291,16153,62967,197098,0.356473929,39802,100459,56837,382175,17610,14160,18953,28471,38055,29566,35868,18403,20022,69155,101302,40561,221108,41.1,10.9,2.8,3.9,12,2.9,39514,138813,42781,19301,17762,22793,34000,45967,23955,37259,10499,9572,56785,7451,6845,8099,15166,27349,27008,28453,13790,12288,5206,1622,372,245,272284,322143,578009,567565,736.2,232835,2.44,0.89,1.04,2.59,2.43,63.9,77990,114276,46082
11,45,041,01248001,45041,Florence County,SC,515626.466,South Carolina,14,805.5528066,17.37936965,Other opioids,T40.2,18,136504,1.318642677,137567,134280,3287,172,55214,2.43,61512,37517,17697,6298,0.11,0.33,138,18.9,67,46.1,11315,30596,32224,27001,29653,6778,137567,30368,81471,25728,37.3,68.9,31.6,7861,8625,8807,8669,33962,0.246876068,7949,8722,9459,8706,34836,0.253229336,8819,8122,8453,8707,8940,43041,0.312873,8600,7271,4703,2785,2369,25728,0.187021597,40,65533,0.476371514,38.4,72034,41.4,137567,146211,65732,80479,182.8,59788,57374,2414,4,8541,8025,516,6,37926,36324,1602,4.2,9417,9354,63,0.7,3904,3671,233,6,47,53.2,38.2,138.4,4703,69428,0.50468499,68139,56133,339,2555,48,362,3999,59.7,137567,2679,8401,27626,4319,15231,37400,0.271867526,11838,16174,9388,95656,9401,6265,4339,5762,8083,8659,6606,3195,2904,54247,78720,31637,55214,46,17.7,2.9,6.2,16.9,3.4,17439,30874,6901,10150,6724,4936,7080,11597,5136,6639,1543,1409,46561,4292,5731,6233,5904,4687,2358,4641,1724,1791,91,5,60,0,171193,206916,137021,133734,171.3,55581,2.41,-0.08,0.13,2.86,2.55,60.7,61536,89702,36429
12,45,033,01247993,45033,Dillon County,SC,259863.674,South Carolina,3,405.3000417,7.401923738,Other synthetic narcotics,T40.4,16,28087,5.696585609,27679,27324,355,68.4,11002,2.48,12682,7084,3918,1680,-0.67,-0.53,173,14.9,36,38.5,2494,6274,6266,5325,6031,1289,27679,6690,15903,5086,42.1,74,32,1756,1913,1936,1763,7368,0.266194588,1400,1675,1780,1744,6599,0.238411792,1744,1508,1694,1812,1868,8626,0.311644207,1778,1424,894,509,481,5086,0.183749413,39.6,13149,0.475053289,38,14530,41.1,27679,26400,9736,16664,65.2,11730,11011,719,6.1,1477,1316,161,10.9,7584,7097,487,6.4,1860,1794,66,3.5,809,804,5,0.6,54.3,57.5,38.7,150.5,917,12752,0.460710286,14927,12243,605,68,1,75,1018,61,27679,954,2520,7508,893,2871,4165,0.150475089,1564,1763,838,18911,2470,1442,1235,1788,1591,996,1102,233,145,37203,54111,21535,11002,46.2,16.3,2.9,5.6,20.4,3.8,4418,6072,512,2654,1618,1449,1833,1731,751,808,84,74,33073,1727,2159,1092,680,775,185,234,79,2,0,49,87,15,92033,148475,26947,26592,66.6,10788,2.46,-0.53,-0.39,2.79,1.73,62,40537,61669,24716
13,45,051,01248005,45051,Horry County,SC,732972.823,South Carolina,38,1144.560595,33.20051395,Other opioids,T40.2,61,365579,1.668585996,381871,374716,7155,336.8,164660,2.28,219556,120319,44341,54896,2.63,2.86,99,26.8,71,50.6,26255,76243,85576,72423,98138,23236,381871,69850,223679,88342,31.2,70.7,39.5,18458,19554,20234,21943,80189,0.209989761,22309,22374,25470,23678,93831,0.245713867,23141,21127,22516,24909,27816,119509,0.31295647,28319,25422,17407,9967,7227,88342,0.231339903,43.7,187918,0.492098117,42.3,193953,45,381871,381588,162795,218793,336.5,171304,165414,5890,3.4,25370,23986,1384,5.5,104767,101679,3088,2.9,28269,27216,1053,3.7,12898,12533,365,2.8,37.5,47.2,45.8,130.5,28441,283667,0.742834622,98204,44475,1381,5012,346,1620,16929,48.6,381871,5741,15182,81149,12310,56754,108237,0.283438648,32888,49002,26347,279373,14974,15133,15010,26861,32533,22956,21089,8404,7700,55874,80600,34800,164660,40.9,9.4,2.7,3.6,12.4,2.7,36237,109759,18664,16869,17513,19580,30570,37599,15171,19613,4045,3700,48526,6067,6426,9815,14123,24097,18655,18345,9869,10249,1473,498,165,537,249235,295546,409604,402449,361.2,178468,2.26,1.41,1.62,2.62,1.78,51,61032,90793,39602
14,45,087,01248017,45087,Union County,SC,329901.389,South Carolina,3,515.4549273,5.820101509,Other synthetic narcotics,T40.4,11,27016,4.071661238,26773,26363,410,52.1,11513,2.29,13396,8122,3391,1883,-0.54,-0.29,216,11.6,45,42.8,1894,5220,5676,5551,6790,1642,26773,5280,15454,6039,34.2,73.2,39.1,1303,1504,1558,1441,5806,0.21686027,1308,1532,1659,1509,6008,0.224405184,1630,1619,1793,1867,2011,8920,0.333171479,2017,1665,1096,665,596,6039,0.225563067,44.8,12898,0.481754006,43.2,13875,46.4,26773,25047,9190,15857,48.7,11611,10929,682,5.9,1632,1447,185,11.3,7425,7009,416,5.6,1822,1750,72,4,732,723,9,1.2,42.7,52.5,48.3,143.5,458,17037,0.636350054,9736,8158,57,84,3,49,927,51.1,26773,800,2098,6341,1456,3636,5328,0.199006462,2325,2148,855,19659,1534,1727,1322,1555,2439,1225,1231,314,166,45412,60760,26161,11513,41.8,10.1,2.5,4,14.9,2.8,3806,7078,629,1743,1897,1431,2019,2407,876,956,100,84,38942,2238,2394,1638,689,544,223,81,32,85,163,31,0,4,88074,126915,26244,25834,51,11429,2.26,-0.4,-0.15,2.43,2.3,51.8,50889,67646,29492
15,45,079,01249299,45079,Richland County,SC,494841.047,South Carolina,33,773.1647801,42.68171656,Other opioids,T40.2,20,418307,0.478117746,427401,400442,26959,564.5,171672,2.33,189153,103268,68404,17481,0.82,1.1,108,22.8,76,48.8,33450,113588,109213,78708,75660,16782,427401,87540,276750,63111,31.6,54.4,22.8,23714,24228,24783,31855,104580,0.244688244,42458,33880,30464,28517,135319,0.316608992,26874,24341,24062,24709,24405,124391,0.291040498,21690,17311,11192,6698,6220,63111,0.147662266,35.4,209311,0.489729785,33.6,218090,37.4,427401,462586,242546,220040,611,206410,197380,9030,4.4,39707,35114,4593,11.6,125923,122581,3342,2.7,28913,28065,848,2.9,11867,11620,247,2.1,39.3,44.1,25.9,109.3,29217,177081,0.414320509,250320,189334,931,12786,434,1901,15717,66.1,427401,4786,14314,51803,9184,52226,148050,0.346396007,27532,71508,49010,280363,23610,12391,14168,23680,29803,20617,25365,11033,10986,57845,86403,35312,171653,43.9,15.2,2.9,5.3,13.5,3,41791,104773,25089,25120,14794,17778,27582,34079,17027,24219,5770,5284,50260,3587,8415,14777,17653,18098,10748,12727,8085,5658,2006,1122,231,152,219885,273273,436812,409853,577,177596,2.31,0.44,0.68,2.75,2.33,67.7,64898,97997,40436
16,45,085,01244717,45085,Sumter County,SC,437704.144,South Carolina,8,683.9225266,11.69723132,Other synthetic narcotics,T40.4,23,104758,2.195536379,105215,102686,2529,158.2,42197,2.43,47207,27526,14671,5010,-0.1,0.21,113,22.6,48,45.6,9383,23666,25704,19228,21826,5408,105215,24177,62140,18898,38.9,69.3,30.4,6627,6965,6867,6351,26810,0.254811576,6239,7101,7526,7162,28028,0.266387872,6384,5635,6039,6415,7006,31479,0.299187378,6146,5114,3444,2238,1956,18898,0.179613173,38.4,50948,0.484227534,36.8,54267,40.1,105215,105813,44022,61791,159.1,42369,39948,2421,5.7,6311,5593,718,11.4,25860,24655,1205,4.7,7660,7257,403,5.3,2538,2443,95,3.7,54.4,57.2,40.9,152.5,4688,46387,0.440878202,58828,47563,345,1539,86,316,4291,62.1,105215,2039,5242,20047,3435,14561,26842,0.255115715,8974,10885,6983,72166,8459,4409,3821,5596,7255,4961,4414,2349,933,46001,65285,26302,42197,45.9,17.8,2.9,6.1,16.4,3.1,14433,23948,3816,8996,4931,4541,6612,8270,3224,4604,557,462,39792,3311,5126,3248,4456,4667,3119,2046,616,920,0,0,17,0,173317,187418,104660,102131,157.4,42644,2.39,-0.11,0.21,2.9,2.37,63.5,51710,74194,30350
17,45,075,01248014,45075,Orangeburg County,SC,721799.452,South Carolina,8,1127.853511,7.093119737,Other synthetic narcotics,T40.4,15,82962,1.808056701,82262,78632,3630,74.4,33316,2.36,41109,22045,11271,7793,-0.72,-0.47,148,17,42,39.8,6658,18983,18384,14633,19142,4462,82262,17245,48018,16999,35.9,71.3,35.4,4623,5007,5000,5706,20336,0.247210133,5305,5195,5584,4875,20959,0.254783497,4472,4136,4588,5251,5521,23968,0.291361747,5745,4701,3202,1812,1539,16999,0.206644623,39.8,39135,0.475736063,38.1,43127,41.5,82262,82581,30394,52187,74.7,32058,30274,1784,5.6,4360,3833,527,12.1,21585,20616,969,4.5,4111,3932,179,4.4,2002,1893,109,5.4,51.3,70,49.7,171,2101,27331,0.33224332,54931,49042,469,966,37,200,2116,55,82262,1763,5789,16425,1929,9469,21246,0.258272349,9333,6550,5363,56621,7368,4523,4025,4841,4380,3330,3625,544,680,36709,56426,23039,33316,47.1,16.5,3,5.4,19.1,3.6,13533,18120,1663,7909,5114,4426,4993,5231,2488,2459,349,347,32747,5203,5509,3689,3078,2144,809,811,429,316,5,49,0,0,104188,135556,79920,76290,72.3,32802,2.33,-0.58,-0.31,2.76,2.18,56.4,40887,63857,26400
18,45,083,01248592,45083,Spartanburg County,SC,526440.62,South Carolina,22,822.5158836,26.74720384,Heroin,T40.1,21,335864,0.625253079,343998,335679,8319,425.8,132501,2.53,143393,98289,34212,10892,1.48,1.6,116,21.9,77,47.6,27976,76272,79230,69382,73815,17323,343998,75191,204741,64066,36.7,68,31.3,19604,21329,21646,21569,84148,0.244617701,20100,21509,23069,21874,86552,0.251606114,21185,20745,22274,22467,22561,109232,0.31753673,21055,17793,12109,7113,5996,64066,0.186239455,40.3,168426,0.489613312,39.2,175572,41.4,343998,347335,155227,192108,429.9,159818,152856,6962,4.4,23227,20992,2235,9.6,99587,95875,3712,3.7,27031,26677,354,1.3,9973,9312,661,6.6,43.7,44.3,35.6,123.6,31545,223077,0.648483421,120921,64878,743,9357,195,1134,13069,59.5,343998,7785,17370,62199,13310,44381,94705,0.275306833,28854,41351,24500,239750,13431,10891,10408,18308,26334,18414,19823,7576,7316,60050,85153,32865,132501,41.2,10.6,2.6,4.1,11.7,2.6,28581,86625,17295,14741,12479,13395,22651,30106,13747,17972,3871,3539,51590,5339,7658,10310,19414,16986,13295,14063,5384,4352,705,712,24,28,218880,249809,357981,349662,443.1,138614,2.52,0.8,0.91,2.51,1.98,61.2,66246,95898,37196
19,45,057,01248008,45057,Lancaster County,SC,355654.708,South Carolina,7,555.698466,12.59675962,Other synthetic narcotics,T40.4,50,100336,4.983256259,104635,102724,1911,190.5,41624,2.47,45070,33861,7763,3446,2.68,2.92,99,25.7,107,50.4,8301,21208,23108,21454,24545,6019,104635,22490,59912,22233,37.5,74.6,37.1,5778,6406,6673,5786,24643,0.235513929,4866,5930,6503,6572,23871,0.228135901,6830,6599,6700,6796,6963,33888,0.323868686,6798,6477,4512,2576,1870,22233,0.212481483,42.8,51622,0.493353085,41.5,53013,44.1,104635,92574,31822,60752,168.6,45065,43144,1921,4.3,4867,4438,429,8.8,29833,28449,1384,4.6,7493,7417,76,1,2872,2840,32,1.1,46.7,47.6,44.6,138.9,6995,69355,0.662827926,35280,21660,259,1934,16,385,4031,55.6,104635,2155,5432,18067,3250,12038,34184,0.326697568,9544,15998,8642,75126,2929,3430,3276,3254,8270,4796,8827,2803,4039,73509,104205,41464,41624,39.9,11,2.7,4.1,10.9,2.8,7698,26018,7908,3356,3951,3380,5391,8736,5326,7519,2062,1903,60983,2124,2612,3214,3935,1742,2009,8814,4984,3917,288,200,22,0,314687,313048,113338,111427,206.4,45575,2.44,1.61,1.83,2.56,2.36,57,82615,116962,47042
20,45,013,01247984,45013,Beaufort County,SC,387168.247,South Carolina,15,604.9560127,24.7951912,Other opioids,T40.2,10,191748,0.521517825,194358,186092,8266,337.3,79957,2.33,101171,61483,18474,21214,1.18,1.42,83,31,134,53.9,15262,40899,41070,30677,52992,13458,194358,37964,105159,51235,36.1,84.8,48.7,10819,10878,10578,10740,43015,0.221318392,13146,11564,11927,11320,47957,0.246745696,10214,9119,9350,10525,12943,52151,0.268324432,15682,15369,10256,5649,4279,51235,0.26361148,43,97217,0.500195515,40.3,97141,45.9,194358,199066,89180,109886,345.4,80726,78075,2651,3.3,11816,11009,807,6.8,45145,44097,1048,2.3,13303,12701,602,4.5,10462,10268,194,1.9,43.8,43.8,52.5,140.1,26271,130136,0.669568528,64222,27757,371,2691,121,686,6325,60.8,194358,2253,5228,26944,3413,23753,76606,0.394148942,13567,36998,26041,138197,6135,4643,5392,8694,15967,7534,15338,6839,9407,73100,113927,47336,79949,40.5,11.3,2.8,4,14,3.4,12982,48856,18111,6682,5559,6744,11879,15650,8982,15217,4723,4513,62106,2014,1669,3024,2511,2961,5878,16339,6717,10682,4701,2607,1197,1165,377578,500794,195661,187395,339.5,81293,2.31,0.13,0.33,2.54,2.96,62.7,84568,128025,53656
21,45,007,01247981,45007,Anderson County,SC,483990.085,South Carolina,20,756.5980044,26.43411677,Other opioids,T40.2,15,206908,0.724959886,210054,206841,3213,293.6,83279,2.48,92147,64703,18576,8868,0.95,1.1,116,22.3,74,47.2,16536,44599,46153,42893,48304,11569,210054,44727,123214,42113,36.3,70.5,34.2,11531,12755,12970,12682,49938,0.237738867,11197,12052,13359,12762,49370,0.235034801,13288,12714,13600,14155,14876,68633,0.326739791,13424,11856,8078,4772,3983,42113,0.200486542,42.2,102196,0.486522513,41.1,107858,43.1,210054,196261,78648,117613,274.3,97487,93585,3902,4,13354,12513,841,6.3,60505,58270,2235,3.7,18560,17915,645,3.5,5068,4887,181,3.6,42.5,41.9,39.7,124.1,10735,156472,0.744913213,53582,30437,446,2716,47,709,8492,46.2,210054,5123,14440,35979,9443,27073,56861,0.270697059,17741,24430,14690,148919,9412,7062,6086,11624,17935,11140,11864,3989,4167,57912,81499,32345,83279,41.4,11.2,2.6,4.4,12.1,2.7,18962,54727,9590,10261,7936,8140,14827,19455,8231,10221,2187,2021,50373,4913,6675,6854,10723,10881,9397,6283,3196,3950,601,466,208,556,214642,266116,214930,211717,300.4,85830,2.47,0.46,0.61,2.52,1.68,47.5,62941,91642,36629
22,45,077,01248015,45077,Pickens County,SC,327633.359,South Carolina,12,512.0570389,23.43488926,Other synthetic narcotics,T40.4,41,132229,3.100681394,135207,126172,9035,272.4,52323,2.41,58597,36743,15580,6274,0.88,1.18,108,24.1,68,48.9,8796,38682,29189,24241,27662,6637,135207,24134,86966,24107,27.8,55.5,27.7,6156,6700,7098,11322,31276,0.231319384,16202,8895,8309,7511,40917,0.302624864,7388,7067,7743,8203,8506,38907,0.28775877,7939,6605,4499,2667,2397,24107,0.178296982,36.9,67810,0.501527288,35.6,67397,38.4,135207,124530,47771,76759,250.9,62052,59348,2704,4.4,13452,12614,838,6.2,35542,34183,1359,3.8,8968,8591,377,4.2,4090,3960,130,3.2,35.9,57.5,33.8,127.2,7333,109563,0.810335264,25644,8441,318,3061,38,431,6022,38.5,135207,2689,7184,21008,5433,14496,36919,0.273055389,10796,14521,11602,87729,8244,5899,5375,6051,8772,5371,7034,2970,2603,51152,76921,30026,52319,46.2,16.1,3,5.4,18.6,3.7,16339,29552,6428,8934,6674,5861,7485,9427,4635,6663,1376,1264,43251,4148,3772,2358,7494,5732,3336,4238,2455,1815,666,378,265,84,205221,262114,138081,129046,278.2,54148,2.38,0.42,0.69,2.94,2.11,40.4,56781,87865,34709
23,45,091,01248019,45091,York County,SC,444084.867,South Carolina,22,694.3069899,31.68627181,Other opioids,T40.2,13,288595,0.450458255,301068,297144,3924,442.4,115584,2.57,122073,84483,31101,6489,2.02,2.16,100,25.7,99,52.8,25642,70797,70014,63738,59104,11773,301068,70653,182524,47891,38.7,64.9,26.2,17871,19869,20913,20115,78768,0.261628602,17671,18657,19496,19554,75378,0.250368687,20491,19675,20135,19621,19109,99031,0.328932334,16668,13664,8797,4921,3841,47891,0.159070376,39.1,147004,0.488275074,38.2,154064,39.9,301068,275988,119298,156690,405.5,152271,146008,6263,4.1,21099,18373,2726,12.9,98056,95290,2766,2.8,25699,25061,638,2.5,7417,7284,133,1.8,42.9,34.9,27.8,105.6,21977,199969,0.664198786,101099,53529,2055,9017,116,1206,13199,56.8,301068,4044,10181,40541,8500,37642,103721,0.34451021,23995,52371,27355,204629,8161,7571,8770,13136,19862,14927,20390,12063,10698,75363,105057,40401,115578,39.9,10.3,2.6,4,11.1,2.6,19319,71022,25237,9090,9128,10486,16631,23528,13201,22626,5776,5112,60705,3462,2942,4994,7714,10103,8663,19891,10101,13188,2287,568,425,145,321937,360639,319168,315244,469,123315,2.56,1.17,1.3,2.49,2.18,58,83962,118089,45689
24,45,019,01252740,45019,Charleston County,SC,621623.01,South Carolina,40,971.2802536,41.18275838,Heroin,T40.1,15,413024,0.363175021,428215,419126,9089,467.4,183176,2.29,213516,115808,67368,30340,1.48,1.67,77,33.7,109,52.8,34538,94851,111384,78475,87871,21096,428215,88186,263167,76862,33.5,62.7,29.2,24336,25074,25195,25077,99682,0.232784933,29707,29608,32418,32180,123913,0.289370994,27754,23395,24206,25511,26892,127758,0.298350128,25586,21037,14000,8414,7825,76862,0.179493946,38.5,208257,0.486337471,37.5,219958,39.5,428215,499977,294283,205694,545.8,229631,222197,7434,3.2,29877,27954,1923,6.4,145017,141745,3272,2.3,34648,33413,1235,3.6,20089,19085,1004,5,35.6,29.2,26,90.8,33393,274928,0.642032624,153287,93899,914,8562,329,1583,14607,58.5,428215,4772,12609,53557,8537,42321,177030,0.413413822,27669,93319,56042,298826,15979,15750,11208,18118,29301,23747,31195,15867,22011,75982,111722,47886,183176,41.9,12.8,2.7,4.7,13.9,3.3,36300,105203,41673,17892,16907,13962,23443,36168,20536,32540,11239,10489,60909,3607,3038,3003,8123,7345,10824,17138,18589,24732,10774,3897,2321,2407,425935,521088,446801,437712,487.7,192796,2.27,0.85,1.03,2.6,2.19,59.7,84657,125958,54442
25,45,025,01247989,45025,Chesterfield County,SC,515436.124,South Carolina,3,805.2541124,3.725532045,Other synthetic narcotics,T40.4,11,43268,2.542294536,42679,41896,783,53.4,17408,2.41,20361,12657,4751,2953,-0.42,-0.23,208,12.4,44,41.9,3336,8852,9538,8949,9934,2070,42679,9117,25231,8331,36.1,69.2,33,2348,2577,2668,2438,10031,0.235033623,2157,2619,2729,2578,10083,0.236252021,2690,2638,2891,2929,3086,14234,0.333512969,2868,2397,1505,844,717,8331,0.195201387,42.3,20787,0.487054523,41.5,21892,43.1,42679,41544,16588,24956,52,18819,17873,946,5,2363,2125,238,10.1,12125,11525,600,4.9,3259,3151,108,3.3,1072,1072,0,0,45.2,52.7,40.4,138.3,2246,25449,0.596288573,17230,12713,185,292,4,118,1672,58.6,42679,1546,3699,10584,1971,5502,7189,0.168443497,2851,2788,1550,30491,2944,2087,1691,2657,3547,1932,1734,509,307,45210,61178,24986,17408,43,12.9,2.5,5.1,16.2,3,5725,10658,1025,3199,2318,2049,3216,3609,1287,1407,175,148,39100,3311,3458,1870,1291,1194,373,691,298,149,8,12,0,2,93631,131832,42018,41235,52.6,17311,2.38,-0.31,-0.11,2.81,2.12,60,50213,69580,28699
26,45,043,01248002,45043,Georgetown County,SC,542919.756,South Carolina,7,848.311868,8.251682269,Other synthetic narcotics,T40.4,31,63921,4.849736393,65084,64441,643,80,28204,2.28,37162,22351,5853,8958,0.81,1.09,110,23.4,108,48.7,4230,11337,11789,12395,20773,4560,65084,11761,34808,18515,33.8,87,53.2,2938,3303,3527,3145,12913,0.198405138,2654,2954,3312,3365,12285,0.188756069,3582,3380,3980,4623,5806,21371,0.328360273,6188,5520,3390,1953,1464,18515,0.28447852,50.5,31382,0.482176879,48.9,33702,51.7,65084,64899,25917,38982,79.8,27343,26332,1011,3.7,3203,2963,240,7.5,15828,15169,659,4.2,5086,5041,45,0.9,3226,3159,67,2.1,39.6,48.5,58.2,146.3,2499,42312,0.650113699,22772,18194,116,292,28,132,1511,52.6,65084,1195,3068,12324,1497,9143,22290,0.342480487,5652,10399,6239,49517,2314,2771,2295,4271,4955,3275,4323,1643,2357,60020,96291,41744,28204,42.7,11.1,3,3.7,13.2,3.3,6020,17658,4526,2644,3101,3032,4792,5552,2767,3999,1180,1137,51602,2385,2434,2497,2382,2206,1951,2512,1818,1905,1031,696,94,440,233488,349809,66060,65417,81.2,29022,2.25,0.3,0.57,2.29,2.26,53.1,67119,106351,46740